Id,Score
42798,3
42799,3
42800,2
42801,5
42802,5
42803,3
42804,5
42805,3
42806,4
42807,3
42808,4
42809,5
42810,4
42811,3
42812,4
42813,5
42814,7
42815,2
42816,2
42817,3
42818,3
42819,4
42820,4
42821,3
42822,4
42823,4
42824,4
42825,10
42826,2
42827,3
42828,5
42829,3
42830,2
42831,2
42832,4
42833,2
42834,2
42835,4
42836,3
42837,2
42838,2
42839,6
42840,4
42841,4
42842,2
42843,2
42844,4
42845,3
42846,4
42847,2
42848,3
42849,4
42850,2
42851,4
42852,3
42853,3
42854,4
42855,5
42856,3
42857,3
42858,1
42859,6
42860,4
42861,2
42862,3
42863,3
42864,3
42865,2
42866,3
42867,5
42868,1
42869,4
42870,3
42871,4
42872,3
42873,3
42874,4
42875,3
42876,3
42877,2
42878,3
42879,4
42880,2
42881,5
42882,5
42883,4
42884,3
42885,4
42886,4
42887,3
42888,3
42889,3
42890,3
42891,2
42892,2
42893,2
42894,2
42895,3
42896,3
42897,1
42898,3
42899,5
42900,2
42901,3
42902,2
42903,9
42904,2
42905,3
42906,4
42907,2
42908,6
42909,3
42910,6
42911,2
42912,3
42913,5
42914,4
42915,2
42916,3
42917,7
42918,14
42919,4
42920,6
42921,5
42922,3
42923,4
42924,4
42925,4
42926,2
42927,1
42928,3
42929,6
42930,2
42931,4
42932,2
42933,3
42934,4
42935,1
42936,3
42937,5
42938,1
42939,5
42940,5
42941,3
42942,4
42943,4
42944,4
42945,3
42946,1
42947,5
42948,2
42949,4
42950,4
42951,3
42952,3
42953,5
42954,4
42955,3
42956,3
42957,3
42958,2
42959,3
42960,2
42961,3
42962,5
42963,5
42964,3
42965,3
42966,3
42967,5
42968,3
42969,2
42970,2
42971,3
42972,4
42973,3
42974,3
42975,2
42976,3
42977,4
42978,2
42979,3
42980,4
42981,3
42982,4
42983,4
42984,2
42985,3
42986,4
42987,11
42988,2
42989,3
42990,6
42991,10
42992,4
42993,4
42994,3
42995,4
42996,4
42997,2
42998,4
42999,3
43000,5
43001,3
43002,2
43003,5
43004,3
43005,2
43006,3
43007,4
43008,5
43009,4
43010,3
43011,7
43012,4
43013,3
43014,3
43015,3
43016,2
43017,3
43018,4
43019,5
43020,4
43021,3
43022,5
43023,2
43024,3
43025,3
43026,3
43027,2
43028,5
43029,3
43030,2
43031,2
43032,2
43033,4
43034,3
43035,5
43036,4
43037,3
43038,5
43039,3
43040,4
43041,5
43042,3
43043,3
43044,2
43045,3
43046,2
43047,3
43048,3
43049,3
43050,4
43051,3
43052,4
43053,1
43054,5
43055,4
43056,4
43057,4
43058,9
43059,4
43060,3
43061,4
43062,2
43063,3
43064,4
43065,4
43066,2
43067,4
43068,3
43069,4
43070,3
43071,4
43072,5
43073,4
43074,3
43075,5
43076,2
43077,4
43078,4
43079,3
43080,4
43081,3
43082,5
43083,5
43084,2
43085,6
43086,5
43087,2
43088,3
43089,4
43090,4
43091,4
43092,4
43093,8
43094,8
43095,3
43096,3
43097,3
43098,2
43099,4
43100,5
43101,5
43102,5
43103,3
43104,2
43105,3
43106,2
43107,3
43108,3
43109,4
43110,2
43111,2
43112,4
43113,2
43114,4
43115,1
43116,3
43117,3
43118,4
43119,2
43120,3
43121,3
43122,4
43123,2
43124,3
43125,1
43126,5
43127,2
43128,3
43129,4
43130,3
43131,3
43132,3
43133,2
43134,5
43135,4
43136,4
43137,4
43138,5
43139,1
43140,3
43141,4
43142,3
43143,5
43144,4
43145,4
43146,3
43147,4
43148,3
43149,3
43150,2
43151,4
43152,4
43153,4
43154,4
43155,3
43156,2
43157,3
43158,4
43159,3
43160,2
43161,2
43162,3
43163,3
43164,3
43165,4
43166,3
43167,3
43168,3
43169,2
43170,4
43171,2
43172,3
43173,2
43174,2
43175,5
43176,3
43177,4
43178,4
43179,9
43180,3
43181,4
43182,4
43183,4
43184,4
43185,5
43186,5
43187,8
43188,4
43189,6
43190,4
43191,1
43192,2
43193,2
43194,2
43195,3
43196,2
43197,2
43198,6
43199,5
43200,3
43201,3
43202,3
43203,4
43204,3
43205,4
43206,5
43207,4
43208,3
43209,4
43210,5
43211,3
43212,4
43213,10
43214,3
43215,5
43216,5
43217,3
43218,4
43219,6
43220,2
43221,3
43222,3
43223,4
43224,6
43225,3
43226,3
43227,5
43228,3
43229,5
43230,4
43231,4
43232,3
43233,2
43234,3
43235,3
43236,4
43237,3
43238,2
43239,2
43240,5
43241,4
43242,4
43243,5
43244,3
43245,4
43246,3
43247,5
43248,3
43249,5
43250,4
43251,3
43252,2
43253,4
43254,4
43255,3
43256,4
43257,1
43258,2
43259,5
43260,4
43261,4
43262,2
43263,9
43264,3
43265,2
43266,4
43267,2
43268,6
43269,3
43270,3
43271,4
43272,3
43273,4
43274,4
43275,7
43276,4
43277,3
43278,5
43279,2
43280,2
43281,2
43282,2
43283,1
43284,5
43285,5
43286,4
43287,5
43288,2
43289,3
43290,4
43291,2
43292,5
43293,4
43294,5
43295,4
43296,6
43297,4
43298,4
43299,2
43300,2
43301,1
43302,2
43303,3
43304,3
43305,4
43306,3
43307,4
43308,6
43309,2
43310,4
43311,3
43312,4
43313,3
43314,4
43315,3
43316,6
43317,1
43318,3
43319,3
43320,2
43321,5
43322,2
43323,4
43324,3
43325,6
43326,2
43327,4
43328,3
43329,4
43330,2
43331,2
43332,4
43333,2
43334,1
43335,3
43336,2
43337,2
43338,6
43339,2
43340,2
43341,3
43342,4
43343,4
43344,6
43345,5
43346,2
43347,4
43348,4
43349,2
43350,2
43351,3
43352,4
43353,2
43354,4
43355,2
43356,2
43357,3
43358,4
43359,3
43360,4
43361,4
43362,3
43363,4
43364,3
43365,4
43366,2
43367,4
43368,2
43369,4
43370,4
43371,3
43372,4
43373,2
43374,4
43375,4
43376,3
43377,4
43378,3
43379,3
43380,3
43381,2
43382,3
43383,2
43384,3
43385,3
43386,5
43387,3
43388,3
43389,3
43390,3
43391,7
43392,3
43393,3
43394,1
43395,3
43396,4
43397,3
43398,3
43399,4
43400,3
43401,2
43402,3
43403,3
43404,3
43405,4
43406,2
43407,3
43408,4
43409,3
43410,3
43411,5
43412,5
43413,1
43414,1
43415,1
43416,3
43417,11
43418,4
43419,4
43420,3
43421,5
43422,1
43423,8
43424,3
43425,4
43426,1
43427,2
43428,1
43429,4
43430,4
43431,3
43432,2
43433,3
43434,3
43435,3
43436,3
43437,5
43438,3
43439,4
43440,2
43441,4
43442,3
43443,2
43444,3
43445,3
43446,7
43447,3
43448,1
43449,7
43450,3
43451,2
43452,2
43453,5
43454,4
43455,3
43456,4
43457,5
43458,4
43459,2
43460,4
43461,5
43462,2
43463,3
43464,3
43465,3
43466,2
43467,4
43468,2
43469,4
43470,4
43471,2
43472,5
43473,4
43474,4
43475,4
43476,5
43477,4
43478,9
43479,2
43480,5
43481,3
43482,4
43483,4
43484,5
43485,3
43486,12
43487,6
43488,7
43489,3
43490,4
43491,2
43492,8
43493,2
43494,4
43495,4
43496,4
43497,2
43498,6
43499,3
43500,5
43501,3
43502,5
43503,3
43504,3
43505,4
43506,6
43507,2
43508,2
43509,7
43510,3
43511,4
43512,5
43513,4
43514,3
43515,10
43516,2
43517,3
43518,4
43519,3
43520,2
43521,4
43522,4
43523,8
43524,2
43525,3
43526,4
43527,7
43528,2
43529,5
43530,2
43531,4
43532,4
43533,3
43534,3
43535,6
43536,4
43537,3
43538,4
43539,2
43540,4
43541,3
43542,3
43543,5
43544,6
43545,3
43546,2
43547,4
43548,2
43549,2
43550,3
43551,4
43552,3
43553,4
43554,4
43555,4
43556,4
43557,3
43558,3
43559,3
43560,1
43561,9
43562,4
43563,3
43564,2
43565,3
43566,5
43567,3
43568,2
43569,2
43570,5
43571,3
43572,4
43573,5
43574,1
43575,6
43576,2
43577,3
43578,1
43579,3
43580,3
43581,4
43582,5
43583,3
43584,4
43585,4
43586,3
43587,3
43588,3
43589,3
43590,5
43591,4
43592,4
43593,4
43594,2
43595,4
43596,3
43597,7
43598,7
43599,3
43600,2
43601,2
43602,5
43603,2
43604,4
43605,3
43606,4
43607,3
43608,3
43609,2
43610,4
43611,3
43612,4
43613,1
43614,2
43615,3
43616,4
43617,5
43618,3
43619,2
43620,1
43621,3
43622,4
43623,5
43624,2
43625,4
43626,2
43627,3
43628,3
43629,6
43630,4
43631,4
43632,2
43633,4
43634,5
43635,3
43636,1
43637,6
43638,3
43639,3
43640,4
43641,3
43642,4
43643,2
43644,5
43645,2
43646,5
43647,4
43648,2
43649,4
43650,3
43651,3
43652,5
43653,4
43654,2
43655,2
43656,5
43657,5
43658,4
43659,4
43660,5
43661,4
43662,3
43663,2
43664,3
43665,4
43666,4
43667,4
43668,5
43669,5
43670,3
43671,3
43672,3
43673,2
43674,4
43675,2
43676,3
43677,3
43678,4
43679,4
43680,3
43681,3
43682,4
43683,2
43684,2
43685,3
43686,2
43687,4
43688,2
43689,2
43690,4
43691,5
43692,3
43693,3
43694,3
43695,3
43696,3
43697,4
43698,3
43699,2
43700,3
43701,2
43702,1
43703,2
43704,2
43705,2
43706,5
43707,3
43708,4
43709,3
43710,3
43711,2
43712,5
43713,5
43714,4
43715,4
43716,5
43717,3
43718,2
43719,2
43720,9
43721,3
43722,3
43723,4
43724,3
43725,3
43726,4
43727,1
43728,5
43729,5
43730,4
43731,4
43732,4
43733,7
43734,3
43735,3
43736,3
43737,3
43738,3
43739,4
43740,3
43741,5
43742,2
43743,4
43744,5
43745,3
43746,3
43747,3
43748,4
43749,2
43750,3
43751,3
43752,4
43753,4
43754,4
43755,2
43756,4
43757,4
43758,4
43759,4
43760,4
43761,3
43762,3
43763,2
43764,5
43765,3
43766,5
43767,2
43768,4
43769,3
43770,3
43771,3
43772,3
43773,3
43774,5
43775,4
43776,3
43777,2
43778,3
43779,4
43780,4
43781,3
43782,4
43783,3
43784,2
43785,4
43786,3
43787,3
43788,5
43789,3
43790,3
43791,2
43792,3
43793,1
43794,2
43795,3
43796,4
43797,2
43798,3
43799,3
43800,2
43801,2
43802,3
43803,3
43804,4
43805,5
43806,4
43807,3
43808,4
43809,2
43810,4
43811,3
43812,2
43813,4
43814,2
43815,4
43816,2
43817,4
43818,2
43819,2
43820,4
43821,3
43822,3
43823,4
43824,4
43825,2
43826,2
43827,4
43828,5
43829,2
43830,3
43831,3
43832,2
43833,2
43834,1
43835,4
43836,4
43837,4
43838,3
43839,7
43840,3
43841,2
43842,6
43843,2
43844,3
43845,4
43846,3
43847,4
43848,3
43849,5
43850,3
43851,4
43852,4
43853,4
43854,4
43855,5
43856,3
43857,2
43858,5
43859,2
43860,5
43861,1
43862,1
43863,3
43864,5
43865,7
43866,4
43867,2
43868,2
43869,3
43870,3
43871,3
43872,4
43873,2
43874,2
43875,4
43876,3
43877,3
43878,4
43879,1
43880,3
43881,4
43882,2
43883,6
43884,3
43885,4
43886,7
43887,4
43888,2
43889,3
43890,3
43891,2
43892,6
43893,2
43894,2
43895,5
43896,4
43897,4
43898,3
43899,2
43900,3
43901,5
43902,3
43903,4
43904,4
43905,1
43906,2
43907,2
43908,4
43909,4
43910,4
43911,1
43912,3
43913,3
43914,4
43915,2
43916,4
43917,2
43918,3
43919,2
43920,3
43921,4
43922,4
43923,5
43924,5
43925,5
43926,4
43927,4
43928,1
43929,4
43930,4
43931,4
43932,2
43933,4
43934,2
43935,4
43936,2
43937,4
43938,3
43939,3
43940,3
43941,3
43942,1
43943,8
43944,2
43945,3
43946,5
43947,4
43948,6
43949,1
43950,3
43951,4
43952,4
43953,3
43954,6
43955,6
43956,3
43957,4
43958,5
43959,5
43960,3
43961,3
43962,4
43963,2
43964,1
43965,3
43966,4
43967,4
43968,3
43969,4
43970,3
43971,3
43972,3
43973,3
43974,3
43975,6
43976,5
43977,3
43978,4
43979,4
43980,3
43981,5
43982,2
43983,4
43984,4
43985,4
43986,4
43987,3
43988,2
43989,2
43990,4
43991,3
43992,2
43993,8
43994,3
43995,4
43996,4
43997,2
43998,4
43999,3
44000,3
44001,4
44002,3
44003,5
44004,2
44005,4
44006,5
44007,4
44008,1
44009,4
44010,3
44011,4
44012,12
44013,4
44014,2
44015,3
44016,1
44017,3
44018,5
44019,2
44020,3
44021,6
44022,4
44023,3
44024,3
44025,3
44026,4
44027,3
44028,3
44029,2
44030,2
44031,4
44032,5
44033,2
44034,2
44035,3
44036,2
44037,2
44038,3
44039,3
44040,2
44041,6
44042,3
44043,3
44044,3
44045,5
44046,3
44047,4
44048,3
44049,1
44050,4
44051,3
44052,5
44053,4
44054,2
44055,4
44056,4
44057,2
44058,7
44059,3
44060,2
44061,7
44062,3
44063,3
44064,5
44065,3
44066,2
44067,4
44068,0
44069,2
44070,5
44071,3
44072,3
44073,3
44074,3
44075,6
44076,6
44077,3
44078,2
44079,4
44080,3
44081,2
44082,3
44083,3
44084,6
44085,6
44086,2
44087,4
44088,4
44089,3
44090,3
44091,4
44092,5
44093,2
44094,4
44095,3
44096,5
44097,5
44098,3
44099,3
44100,4
44101,3
44102,2
44103,4
44104,6
44105,4
44106,3
44107,3
44108,4
44109,3
44110,10
44111,3
44112,3
44113,10
44114,4
44115,3
44116,5
44117,5
44118,4
44119,2
44120,1
44121,3
44122,2
44123,1
44124,2
44125,2
44126,4
44127,3
44128,4
44129,1
44130,3
44131,2
44132,3
44133,2
44134,5
44135,4
44136,2
44137,4
44138,3
44139,3
44140,3
44141,8
44142,4
44143,4
44144,2
44145,3
44146,4
44147,3
44148,2
44149,2
44150,2
44151,3
44152,1
44153,3
44154,3
44155,5
44156,2
44157,2
44158,2
44159,4
44160,3
44161,3
44162,2
44163,4
44164,2
44165,2
44166,3
44167,2
44168,3
44169,6
44170,7
44171,4
44172,2
44173,5
44174,3
44175,4
44176,3
44177,3
44178,8
44179,3
44180,4
44181,3
44182,6
44183,2
44184,4
44185,4
44186,4
44187,4
44188,5
44189,2
44190,4
44191,3
44192,3
44193,4
44194,3
44195,3
44196,3
44197,1
44198,1
44199,3
44200,4
44201,3
44202,3
44203,6
44204,4
44205,12
44206,5
44207,4
44208,4
44209,5
44210,2
44211,4
44212,3
44213,3
44214,3
44215,3
44216,2
44217,3
44218,5
44219,5
44220,4
44221,2
44222,5
44223,3
44224,6
44225,3
44226,3
44227,3
44228,4
44229,3
44230,4
44231,3
44232,4
44233,3
44234,3
44235,4
44236,3
44237,2
44238,5
44239,4
44240,3
44241,4
44242,3
44243,5
44244,4
44245,4
44246,3
44247,2
44248,3
44249,5
44250,2
44251,4
44252,2
44253,6
44254,3
44255,3
44256,5
44257,3
44258,2
44259,3
44260,6
44261,2
44262,4
44263,9
44264,1
44265,5
44266,5
44267,3
44268,4
44269,6
44270,6
44271,5
44272,4
44273,3
44274,5
44275,2
44276,5
44277,4
44278,2
44279,5
44280,4
44281,5
44282,3
44283,6
44284,2
44285,2
44286,4
44287,4
44288,3
44289,2
44290,4
44291,4
44292,3
44293,5
44294,1
44295,6
44296,2
44297,1
44298,4
44299,3
44300,3
44301,5
44302,4
44303,2
44304,3
44305,4
44306,2
44307,3
44308,2
44309,3
44310,2
44311,2
44312,3
44313,3
44314,5
44315,4
44316,5
44317,5
44318,5
44319,2
44320,5
44321,3
44322,3
44323,4
44324,6
44325,3
44326,4
44327,2
44328,3
44329,1
44330,2
44331,4
44332,3
44333,3
44334,4
44335,4
44336,2
44337,2
44338,2
44339,4
44340,4
44341,3
44342,1
44343,4
44344,4
44345,3
44346,5
44347,3
44348,5
44349,3
44350,3
44351,2
44352,8
44353,2
44354,3
44355,5
44356,4
44357,3
44358,6
44359,5
44360,2
44361,4
44362,3
44363,2
44364,4
44365,4
44366,3
44367,7
44368,9
44369,4
44370,3
44371,3
44372,6
44373,4
44374,3
44375,6
44376,3
44377,3
44378,4
44379,5
44380,3
44381,3
44382,3
44383,6
44384,3
44385,3
44386,2
44387,4
44388,3
44389,5
44390,12
44391,3
44392,4
44393,2
44394,2
44395,4
44396,4
44397,4
44398,3
44399,5
44400,4
44401,3
44402,2
44403,3
44404,4
44405,3
44406,1
44407,5
44408,2
44409,8
44410,2
44411,2
44412,3
44413,2
44414,3
44415,4
44416,1
44417,5
44418,6
44419,1
44420,2
44421,2
44422,4
44423,4
44424,3
44425,3
44426,5
44427,3
44428,4
44429,5
44430,3
44431,4
44432,3
44433,2
44434,3
44435,7
44436,3
44437,5
44438,16
44439,4
44440,5
44441,1
44442,5
44443,3
44444,6
44445,9
44446,3
44447,3
44448,4
44449,4
44450,4
44451,1
44452,6
44453,5
44454,3
44455,3
44456,3
44457,4
44458,2
44459,4
44460,3
44461,2
44462,3
44463,4
44464,6
44465,4
44466,3
44467,3
44468,2
44469,3
44470,2
44471,1
44472,3
44473,4
44474,4
44475,7
44476,4
44477,3
44478,5
44479,4
44480,5
44481,5
44482,3
44483,3
44484,4
44485,3
44486,3
44487,6
44488,4
44489,2
44490,1
44491,4
44492,4
44493,3
44494,4
44495,4
44496,3
44497,2
44498,2
44499,3
44500,2
44501,2
44502,5
44503,2
44504,3
44505,4
44506,5
44507,3
44508,3
44509,2
44510,5
44511,3
44512,3
44513,4
44514,4
44515,3
44516,2
44517,3
44518,6
44519,3
44520,4
44521,3
44522,4
44523,4
44524,1
44525,6
44526,6
44527,2
44528,4
44529,1
44530,5
44531,5
44532,4
44533,2
44534,2
44535,5
44536,4
44537,2
44538,5
44539,2
44540,5
44541,7
44542,2
44543,1
44544,4
44545,4
44546,3
44547,4
44548,5
44549,2
44550,2
44551,2
44552,7
44553,2
44554,3
44555,5
44556,4
44557,3
44558,2
44559,3
44560,4
44561,4
44562,4
44563,3
44564,4
44565,6
44566,3
44567,4
44568,3
44569,3
44570,3
44571,4
44572,2
44573,3
44574,5
44575,4
44576,3
44577,4
44578,4
44579,4
44580,2
44581,5
44582,4
44583,4
44584,3
44585,9
44586,5
44587,2
44588,4
44589,3
44590,2
44591,4
44592,3
44593,2
44594,5
44595,3
44596,3
44597,3
44598,4
44599,3
44600,5
44601,3
44602,2
44603,2
44604,5
44605,4
44606,4
44607,9
44608,2
44609,3
44610,4
44611,4
44612,3
44613,5
44614,4
44615,3
44616,3
44617,4
44618,6
44619,4
44620,3
44621,5
44622,3
44623,4
44624,2
44625,2
44626,4
44627,3
44628,6
44629,4
44630,3
44631,4
44632,3
44633,3
44634,4
44635,4
44636,6
44637,4
44638,8
44639,3
44640,3
44641,4
44642,3
44643,4
44644,2
44645,4
44646,4
44647,5
44648,1
44649,3
44650,4
44651,4
44652,4
44653,3
44654,4
44655,2
44656,5
44657,2
44658,3
44659,4
44660,2
44661,2
44662,5
44663,5
44664,4
44665,2
44666,3
44667,2
44668,3
44669,3
44670,4
44671,2
44672,3
44673,2
44674,3
44675,4
44676,2
44677,2
44678,5
44679,2
44680,3
44681,4
44682,4
44683,5
44684,3
44685,3
44686,3
44687,4
44688,5
44689,4
44690,3
44691,3
44692,2
44693,6
44694,3
44695,4
44696,4
44697,3
44698,3
44699,4
44700,3
44701,3
44702,3
44703,3
44704,3
44705,5
44706,3
44707,4
44708,1
44709,5
44710,5
44711,4
44712,4
44713,4
44714,7
44715,5
44716,3
44717,4
44718,4
44719,2
44720,4
44721,3
44722,3
44723,2
44724,4
44725,3
44726,4
44727,4
44728,2
44729,6
44730,4
44731,4
44732,3
44733,3
44734,2
44735,4
44736,4
44737,1
44738,7
44739,5
44740,4
44741,2
44742,3
44743,3
44744,3
44745,2
44746,4
44747,4
44748,3
44749,9
44750,4
44751,2
44752,1
44753,5
44754,5
44755,3
44756,1
44757,3
44758,5
44759,5
44760,5
44761,3
44762,3
44763,4
44764,3
44765,2
44766,5
44767,5
44768,4
44769,5
44770,3
44771,2
44772,7
44773,5
44774,3
44775,2
44776,3
44777,3
44778,1
44779,5
44780,3
44781,3
44782,3
44783,2
44784,3
44785,3
44786,4
44787,4
44788,5
44789,5
44790,4
44791,5
44792,5
44793,4
44794,6
44795,5
44796,4
44797,4
44798,5
44799,3
44800,4
44801,2
44802,4
44803,4
44804,3
44805,4
44806,4
44807,3
44808,5
44809,5
44810,4
44811,4
44812,4
44813,1
44814,2
44815,3
44816,3
44817,3
44818,5
44819,6
44820,4
44821,5
44822,3
44823,4
44824,3
44825,3
44826,2
44827,3
44828,3
44829,3
44830,3
44831,8
44832,2
44833,2
44834,2
44835,2
44836,3
44837,3
44838,4
44839,5
44840,3
44841,2
44842,3
44843,2
44844,2
44845,4
44846,2
44847,4
44848,5
44849,4
44850,3
44851,3
44852,4
44853,3
44854,3
44855,4
44856,3
44857,5
44858,3
44859,2
44860,4
44861,4
44862,4
44863,2
44864,3
44865,4
44866,7
44867,4
44868,4
44869,4
44870,4
44871,2
44872,5
44873,4
44874,6
44875,4
44876,5
44877,2
44878,4
44879,1
44880,6
44881,3
44882,3
44883,3
44884,2
44885,8
44886,3
44887,2
44888,2
44889,3
44890,3
44891,3
44892,7
44893,5
44894,2
44895,4
44896,4
44897,3
44898,2
44899,4
44900,6
44901,4
44902,3
44903,3
44904,3
44905,4
44906,4
44907,3
44908,5
44909,2
44910,6
44911,3
44912,4
44913,3
44914,4
44915,2
44916,4
44917,5
44918,3
44919,2
44920,2
44921,4
44922,3
44923,4
44924,1
44925,2
44926,3
44927,5
44928,4
44929,5
44930,2
44931,4
44932,8
44933,2
44934,5
44935,3
44936,4
44937,3
44938,6
44939,4
44940,4
44941,5
44942,1
44943,3
44944,2
44945,2
44946,5
44947,5
44948,3
44949,6
44950,2
44951,5
44952,2
44953,4
44954,3
44955,2
44956,3
44957,4
44958,4
44959,3
44960,4
44961,4
44962,5
44963,3
44964,3
44965,3
44966,5
44967,2
44968,3
44969,3
44970,5
44971,7
44972,4
44973,3
44974,3
44975,3
44976,5
44977,2
44978,2
44979,4
44980,3
44981,4
44982,5
44983,2
44984,4
44985,2
44986,3
44987,4
44988,5
44989,3
44990,3
44991,3
44992,3
44993,4
44994,4
44995,6
44996,2
44997,6
44998,2
44999,2
45000,4
45001,3
45002,3
45003,4
45004,5
45005,3
45006,4
45007,3
45008,4
45009,3
45010,2
45011,3
45012,4
45013,2
45014,4
45015,4
45016,5
45017,3
45018,4
45019,3
45020,4
45021,3
45022,2
45023,5
45024,3
45025,2
45026,3
45027,10
45028,5
45029,10
45030,4
45031,4
45032,4
45033,5
45034,6
45035,3
45036,3
45037,3
45038,3
45039,3
45040,3
45041,3
45042,4
45043,3
45044,3
45045,4
45046,3
45047,3
45048,5
45049,4
45050,4
45051,2
45052,4
45053,4
45054,5
45055,2
45056,4
45057,2
45058,3
45059,3
45060,2
45061,4
45062,3
45063,4
45064,2
45065,3
45066,3
45067,3
45068,4
45069,3
45070,4
45071,4
45072,4
45073,4
45074,5
45075,3
45076,5
45077,2
45078,4
45079,2
45080,2
45081,2
45082,3
45083,4
45084,4
45085,5
45086,2
45087,5
45088,5
45089,2
45090,2
45091,3
45092,5
45093,0
45094,1
45095,4
45096,2
45097,3
45098,2
45099,7
45100,6
45101,3
45102,4
45103,3
45104,3
45105,3
45106,4
45107,1
45108,3
45109,4
45110,3
45111,3
45112,2
45113,2
45114,1
45115,4
45116,3
45117,4
45118,2
45119,4
45120,2
45121,4
45122,5
45123,3
45124,4
45125,4
45126,3
45127,5
45128,4
45129,2
45130,4
45131,2
45132,3
45133,4
45134,4
45135,3
45136,3
45137,5
45138,3
45139,0
45140,2
45141,1
45142,2
45143,4
45144,4
45145,3
45146,4
45147,5
45148,3
45149,3
45150,1
45151,3
45152,2
45153,2
45154,3
45155,3
45156,3
45157,4
45158,5
45159,4
45160,9
45161,5
45162,3
45163,4
45164,6
45165,1
45166,5
45167,1
45168,4
45169,2
45170,6
45171,8
45172,5
45173,3
45174,2
45175,4
45176,2
45177,2
45178,1
45179,9
45180,5
45181,6
45182,6
45183,3
45184,3
45185,4
45186,4
45187,2
45188,5
45189,4
45190,6
45191,3
45192,1
45193,2
45194,3
45195,4
45196,3
45197,2
45198,3
45199,4
45200,2
45201,3
45202,6
45203,4
45204,6
45205,4
45206,4
45207,3
45208,2
45209,3
45210,5
45211,3
45212,2
45213,4
45214,2
45215,3
45216,5
45217,3
45218,4
45219,4
45220,5
45221,6
45222,3
45223,3
45224,5
45225,4
45226,5
45227,3
45228,3
45229,4
45230,4
45231,2
45232,1
45233,5
45234,3
45235,5
45236,4
45237,4
45238,2
45239,4
45240,4
45241,3
45242,5
45243,4
45244,3
45245,2
45246,4
45247,6
45248,2
45249,3
45250,4
45251,8
45252,3
45253,4
45254,6
45255,2
45256,4
45257,7
45258,4
45259,4
45260,4
45261,2
45262,4
45263,4
45264,4
45265,4
45266,3
45267,6
45268,4
45269,2
45270,5
45271,3
45272,3
45273,4
45274,3
45275,2
45276,3
45277,3
45278,3
45279,3
45280,4
45281,2
45282,6
45283,2
45284,3
45285,4
45286,5
45287,4
45288,3
45289,2
45290,3
45291,3
45292,5
45293,4
45294,5
45295,3
45296,4
45297,3
45298,3
45299,2
45300,2
45301,3
45302,2
45303,1
45304,3
45305,2
45306,3
45307,2
45308,4
45309,3
45310,5
45311,5
45312,1
45313,2
45314,3
45315,4
45316,3
45317,5
45318,3
45319,2
45320,5
45321,4
45322,2
45323,2
45324,1
45325,2
45326,3
45327,3
45328,3
45329,5
45330,3
45331,3
45332,7
45333,3
45334,2
45335,4
45336,4
45337,8
45338,5
45339,2
45340,5
45341,3
45342,4
45343,4
45344,4
45345,3
45346,2
45347,1
45348,3
45349,6
45350,3
45351,4
45352,4
45353,1
45354,3
45355,4
45356,3
45357,2
45358,3
45359,4
45360,4
45361,3
45362,3
45363,3
45364,5
45365,3
45366,3
45367,3
45368,3
45369,4
45370,3
45371,4
45372,2
45373,4
45374,3
45375,4
45376,2
45377,3
45378,4
45379,4
45380,3
45381,4
45382,4
45383,5
45384,3
45385,4
45386,3
45387,1
45388,6
45389,3
45390,5
45391,2
45392,4
45393,2
45394,4
45395,2
45396,4
45397,4
45398,3
45399,4
45400,5
45401,2
45402,1
45403,3
45404,6
45405,1
45406,2
45407,3
45408,4
45409,4
45410,3
45411,3
45412,3
45413,3
45414,4
45415,4
45416,6
45417,2
45418,8
45419,4
45420,3
45421,2
45422,3
45423,2
45424,3
45425,2
45426,5
45427,8
45428,5
45429,4
45430,3
45431,3
45432,3
45433,4
45434,2
45435,5
45436,1
45437,2
45438,3
45439,2
45440,3
45441,4
45442,3
45443,3
45444,3
45445,5
45446,4
45447,3
45448,4
45449,4
45450,4
45451,4
45452,2
45453,4
45454,4
45455,2
45456,4
45457,3
45458,3
45459,11
45460,4
45461,3
45462,3
45463,6
45464,3
45465,6
45466,3
45467,5
45468,2
45469,5
45470,6
45471,3
45472,3
45473,3
45474,3
45475,2
45476,5
45477,3
45478,4
45479,3
45480,2
45481,3
45482,1
45483,4
45484,4
45485,4
45486,4
45487,2
45488,3
45489,4
45490,3
45491,2
45492,5
45493,4
45494,2
45495,4
45496,3
45497,5
45498,4
45499,3
45500,2
45501,2
45502,3
45503,2
45504,3
45505,3
45506,4
45507,3
45508,4
45509,4
45510,2
45511,4
45512,4
45513,4
45514,2
45515,3
45516,3
45517,3
45518,2
45519,2
45520,3
45521,2
45522,4
45523,6
45524,4
45525,4
45526,3
45527,2
45528,4
45529,2
45530,4
45531,2
45532,3
45533,3
45534,3
45535,4
45536,2
45537,4
45538,4
45539,4
45540,3
45541,3
45542,4
45543,3
45544,2
45545,2
45546,5
45547,4
45548,4
45549,3
45550,2
45551,5
45552,3
45553,3
45554,2
45555,2
45556,2
45557,4
45558,3
45559,2
45560,3
45561,2
45562,4
45563,2
45564,4
45565,2
45566,2
45567,4
45568,4
45569,3
45570,3
45571,7
45572,4
45573,4
45574,3
45575,4
45576,6
45577,3
45578,5
45579,3
45580,4
45581,8
45582,4
45583,2
45584,4
45585,2
45586,3
45587,5
45588,4
45589,2
45590,5
45591,6
45592,4
45593,3
45594,4
45595,2
